attribute_index,attribute_name,attribute_family,eligible,observed_test,positives_test,negatives_test,native_target_ap_mean,aligned_source_ap_mean,unaligned_source_ap_mean,native_source_ap_mean,aligned_minus_native_target_ap
130,has_throat_color::orange,has_throat_color,True,5522,136,5386,0.1356269156678472,0.10825424435425852,0.030577048990759838,0.1708872002236584,-0.027372671313588684
131,has_throat_color::black,has_throat_color,True,5522,1259,4263,0.7094076260237948,0.5885533503792828,0.23146043222680937,0.7536018691585966,-0.12085427564451201
132,has_throat_color::white,has_throat_color,True,5522,2016,3506,0.7555124432158247,0.6832524366463083,0.44130738223311666,0.7813347447345789,-0.07226000656951637
133,has_throat_color::red,has_throat_color,True,5522,218,5304,0.611213699794673,0.3896334733953279,0.036799598312014695,0.6429259771441072,-0.2215802263993451
134,has_throat_color::buff,has_throat_color,True,5522,796,4726,0.43823251297642984,0.37048905192713333,0.11899582877753716,0.4357820708629439,-0.06774346104929652
135,has_eye_color::blue,has_eye_color,True,5527,56,5471,0.1362453193301229,0.04087072924825534,0.011982816899569022,0.24304676591975358,-0.09537459008186756
136,has_eye_color::brown,has_eye_color,True,5527,200,5327,0.06212594635446431,0.053686342266447196,0.03202619454033065,0.0654026840788037,-0.008439604088017118
137,has_eye_color::purple,has_eye_color,False,5527,10,5517,,,,,
138,has_eye_color::rufous,has_eye_color,True,5527,67,5460,0.0379298438819584,0.027019197579520704,0.013125292981623779,0.051884286292261675,-0.010910646302437696
139,has_eye_color::grey,has_eye_color,True,5527,101,5426,0.026322353115415004,0.01968961154494475,0.017578492551477753,0.029181936482022698,-0.006632741570470255
140,has_eye_color::yellow,has_eye_color,True,5527,126,5401,0.08157661872607978,0.0369677461046905,0.024292125224017524,0.2631821736626983,-0.04460887262138928
141,has_eye_color::olive,has_eye_color,False,5527,17,5510,,,,,
142,has_eye_color::green,has_eye_color,False,5527,3,5524,,,,,
143,has_eye_color::pink,has_eye_color,False,5527,23,5504,,,,,
144,has_eye_color::orange,has_eye_color,True,5527,69,5458,0.10269003316832256,0.04180085407000209,0.013707807016009247,0.15452496484108005,-0.06088917909832047
145,has_eye_color::black,has_eye_color,True,5527,4877,650,0.9321378146810654,0.929248560517315,0.8801473132950379,0.9460805106338505,-0.00288925416375041
146,has_eye_color::white,has_eye_color,True,5527,162,5365,0.18059164438076764,0.12606543772901063,0.03613011504912582,0.32553181643218376,-0.054526206651757
147,has_eye_color::red,has_eye_color,True,5527,132,5395,0.2943967130071905,0.1296439016845228,0.025137577551740963,0.39115775341056624,-0.1647528113226677
148,has_eye_color::buff,has_eye_color,True,5527,89,5438,0.026015823477928735,0.025500468497494027,0.021602486675007394,0.02528778753037684,-0.0005153549804347082
149,has_bill_length::about_the_same_as_head,has_bill_length,True,5667,2119,3548,0.6936120655984984,0.5352125124070686,0.3361404735379338,0.7299759259536756,-0.15839955319142984
150,has_bill_length::longer_than_head,has_bill_length,True,5667,348,5319,0.5040590081163687,0.2550811737326412,0.07317905749876749,0.5363909505238298,-0.2489778343837275
151,has_bill_length::shorter_than_head,has_bill_length,True,5667,3247,2420,0.87610417207749,0.7409242069708618,0.6009685796962823,0.8848246607237187,-0.13517996510662822
152,has_forehead_color::blue,has_forehead_color,True,5515,303,5212,0.6722742928424947,0.49403020785064733,0.03338591708676332,0.7007159121535247,-0.1782440849918474
153,has_forehead_color::brown,has_forehead_color,True,5515,998,4517,0.558635035358535,0.45470978963402453,0.17135667944504357,0.5683481652608152,-0.10392524572451045
154,has_forehead_color::iridescent,has_forehead_color,True,5515,124,5391,0.1266239318746652,0.09522135171492023,0.019926012109534954,0.13105805127932035,-0.03140258015974497
155,has_forehead_color::purple,has_forehead_color,True,5515,32,5483,0.026007425880796475,0.013800998260545847,0.005939885744385119,0.03116608618769374,-0.012206427620250627
156,has_forehead_color::rufous,has_forehead_color,True,5515,88,5427,0.17587074170199035,0.10268638726121697,0.017280392935427415,0.23244837144086739,-0.07318435444077338
157,has_forehead_color::grey,has_forehead_color,True,5515,1181,4334,0.49560359431459283,0.44112674360720094,0.2174163339063191,0.5253411213565464,-0.05447685070739189
158,has_forehead_color::yellow,has_forehead_color,True,5515,483,5032,0.6121056170918348,0.4869207113454652,0.0675021126224814,0.700989565678976,-0.12518490574636953
159,has_forehead_color::olive,has_forehead_color,True,5515,128,5387,0.21987125527290824,0.18174515103726474,0.023424943205145994,0.22250349558485455,-0.0381261042356435
160,has_forehead_color::green,has_forehead_color,True,5515,53,5462,0.18142520806747872,0.14645987915307263,0.012050665628432846,0.18955802812399497,-0.034965328914406096
161,has_forehead_color::pink,has_forehead_color,False,5515,24,5491,,,,,
162,has_forehead_color::orange,has_forehead_color,True,5515,159,5356,0.1538751406783892,0.14904293186939555,0.03526970379404787,0.20923907421374946,-0.004832208808993654
163,has_forehead_color::black,has_forehead_color,True,5515,1864,3651,0.7269018034643334,0.6617246620210314,0.32029644200319846,0.7634044936220462,-0.065177141443302
164,has_forehead_color::white,has_forehead_color,True,5515,807,4708,0.6352153793779223,0.5588702261046478,0.2067021846460372,0.6697923358250053,-0.07634515327327451
165,has_forehead_color::red,has_forehead_color,True,5515,254,5261,0.6568236975697574,0.47458046047985425,0.04177109275322357,0.6998508316582317,-0.1822432370899032
166,has_forehead_color::buff,has_forehead_color,True,5515,708,4807,0.36630564468854754,0.3357437573242796,0.11755921628638175,0.3769634839127475,-0.03056188736426796
167,has_under_tail_color::blue,has_under_tail_color,True,4343,203,4140,0.5662373000216563,0.44234848589967324,0.027838343431287927,0.5549016484659698,-0.12388881412198305
168,has_under_tail_color::brown,has_under_tail_color,True,4343,891,3452,0.51489998561063,0.4354362011883423,0.1787567364995708,0.5111277794181769,-0.07946378442228769
