condition,k,attribute_index,rare,query_positives,recall_at_k
oxford_aligned_source,5,302,True,36,0.25
oxford_aligned_source,10,2,True,95,0.3368421052631579
oxford_aligned_source,10,12,True,26,0.07692307692307693
oxford_aligned_source,10,13,True,69,0.5507246376811594
oxford_aligned_source,10,18,True,25,0.04
oxford_aligned_source,10,27,True,31,0.03225806451612903
oxford_aligned_source,10,28,True,70,0.4857142857142857
oxford_aligned_source,10,33,True,28,0.17857142857142858
oxford_aligned_source,10,41,True,92,0.44565217391304346
oxford_aligned_source,10,42,True,24,0.16666666666666666
oxford_aligned_source,10,43,True,88,0.6136363636363636
oxford_aligned_source,10,47,True,81,0.5802469135802469
oxford_aligned_source,10,48,True,24,0.16666666666666666
oxford_aligned_source,10,61,True,17,0.058823529411764705
oxford_aligned_source,10,62,True,57,0.45614035087719296
oxford_aligned_source,10,67,True,20,0.05
oxford_aligned_source,10,81,True,63,0.3333333333333333
oxford_aligned_source,10,82,True,16,0.0625
oxford_aligned_source,10,83,True,40,0.45
oxford_aligned_source,10,87,True,46,0.391304347826087
oxford_aligned_source,10,88,True,29,0.06896551724137931
oxford_aligned_source,10,107,True,90,0.4444444444444444
oxford_aligned_source,10,108,True,17,0.0
oxford_aligned_source,10,109,True,77,0.5454545454545454
oxford_aligned_source,10,113,True,63,0.4603174603174603
oxford_aligned_source,10,114,True,25,0.24
oxford_aligned_source,10,122,True,88,0.4431818181818182
oxford_aligned_source,10,123,True,28,0.10714285714285714
oxford_aligned_source,10,124,True,74,0.6351351351351351
oxford_aligned_source,10,127,True,88,0.5568181818181818
oxford_aligned_source,10,128,True,60,0.55
oxford_aligned_source,10,129,True,26,0.3076923076923077
oxford_aligned_source,10,135,True,56,0.39285714285714285
oxford_aligned_source,10,137,True,10,0.0
oxford_aligned_source,10,138,True,67,0.5074626865671642
oxford_aligned_source,10,141,True,17,0.058823529411764705
oxford_aligned_source,10,142,True,3,0.0
oxford_aligned_source,10,143,True,23,0.0
oxford_aligned_source,10,144,True,69,0.4782608695652174
oxford_aligned_source,10,148,True,89,0.24719101123595505
oxford_aligned_source,10,155,True,32,0.34375
oxford_aligned_source,10,156,True,88,0.7045454545454546
oxford_aligned_source,10,160,True,53,0.6415094339622641
oxford_aligned_source,10,161,True,24,0.375
oxford_aligned_source,10,169,True,65,0.2
oxford_aligned_source,10,170,True,18,0.05555555555555555
oxford_aligned_source,10,171,True,52,0.38461538461538464
oxford_aligned_source,10,175,True,56,0.48214285714285715
oxford_aligned_source,10,176,True,23,0.13043478260869565
oxford_aligned_source,10,177,True,109,0.5045871559633027
oxford_aligned_source,10,185,True,34,0.3235294117647059
oxford_aligned_source,10,186,True,80,0.5625
oxford_aligned_source,10,190,True,80,0.525
oxford_aligned_source,10,191,True,33,0.21212121212121213
oxford_aligned_source,10,199,True,81,0.38271604938271603
oxford_aligned_source,10,200,True,19,0.21052631578947367
oxford_aligned_source,10,201,True,79,0.5822784810126582
oxford_aligned_source,10,205,True,68,0.4852941176470588
oxford_aligned_source,10,206,True,31,0.0967741935483871
oxford_aligned_source,10,224,True,64,0.546875
oxford_aligned_source,10,226,True,26,0.11538461538461539
oxford_aligned_source,10,251,True,44,0.20454545454545456
oxford_aligned_source,10,252,True,107,0.5794392523364486
oxford_aligned_source,10,257,True,45,0.26666666666666666
oxford_aligned_source,10,263,True,77,0.5064935064935064
oxford_aligned_source,10,265,True,22,0.0
oxford_aligned_source,10,266,True,23,0.0
oxford_aligned_source,10,267,True,66,0.3181818181818182
oxford_aligned_source,10,270,True,29,0.06896551724137931
oxford_aligned_source,10,271,True,7,0.0
oxford_aligned_source,10,280,True,53,0.1320754716981132
oxford_aligned_source,10,281,True,17,0.058823529411764705
oxford_aligned_source,10,282,True,81,0.49382716049382713
oxford_aligned_source,10,285,True,34,0.23529411764705882
oxford_aligned_source,10,286,True,14,0.0
oxford_aligned_source,10,287,True,53,0.22641509433962265
oxford_aligned_source,10,296,True,36,0.2777777777777778
oxford_aligned_source,10,301,True,66,0.5454545454545454
oxford_aligned_source,10,302,True,36,0.25
cub_train_aligned_source,1,2,True,95,0.10526315789473684
cub_train_aligned_source,1,12,True,26,0.0
cub_train_aligned_source,1,13,True,69,0.08695652173913043
cub_train_aligned_source,1,18,True,25,0.0
cub_train_aligned_source,1,27,True,31,0.0
