attribute_index,attribute_name,attribute_family,eligible,observed_test,positives_test,negatives_test,native_target_ap_mean,aligned_source_ap_mean,unaligned_source_ap_mean,native_source_ap_mean,aligned_minus_native_target_ap
81,has_upper_tail_color::iridescent,has_upper_tail_color,True,3855,63,3792,0.07954505735794484,0.05274581176784484,0.017721242648799644,0.07247046312373365,-0.026799245590100003
82,has_upper_tail_color::purple,has_upper_tail_color,False,3855,16,3839,,,,,
83,has_upper_tail_color::rufous,has_upper_tail_color,True,3855,40,3815,0.12977444003384853,0.13318841874321447,0.008559270029904479,0.09719932731167522,0.003413978709365939
84,has_upper_tail_color::grey,has_upper_tail_color,True,3855,1070,2785,0.5026048784249879,0.4686206337717932,0.27253984985852137,0.49192058934900407,-0.03398424465319472
85,has_upper_tail_color::yellow,has_upper_tail_color,True,3855,258,3597,0.3940850197175237,0.3917127769358153,0.08047551650852565,0.3940424800911776,-0.002372242781708389
86,has_upper_tail_color::olive,has_upper_tail_color,True,3855,131,3724,0.25475286053287116,0.1971691761119318,0.031113163994104208,0.2505953164206553,-0.05758368442093936
87,has_upper_tail_color::green,has_upper_tail_color,True,3855,46,3809,0.12814180444056694,0.16092305438800708,0.011460115824631809,0.13343905990909405,0.03278124994744014
88,has_upper_tail_color::pink,has_upper_tail_color,True,3855,29,3826,0.008983218683252319,0.009541855340175483,0.007662117879480975,0.009120558584932912,0.0005586366569231647
89,has_upper_tail_color::orange,has_upper_tail_color,True,3855,87,3768,0.11844052931735508,0.10892448668061325,0.023450303853340564,0.14055607616680638,-0.009516042636741828
90,has_upper_tail_color::black,has_upper_tail_color,True,3855,1480,2375,0.7422170576338365,0.6332552260833092,0.37097867380060223,0.7312207713263628,-0.1089618315505273
91,has_upper_tail_color::white,has_upper_tail_color,True,3855,730,3125,0.5425853456726892,0.490243073003762,0.2624137186963357,0.5419513729979442,-0.052342272668927214
92,has_upper_tail_color::red,has_upper_tail_color,True,3855,83,3772,0.5080952512548085,0.4136019698981538,0.019970026384756413,0.5018478430324038,-0.09449328135665469
93,has_upper_tail_color::buff,has_upper_tail_color,True,3855,631,3224,0.468086424612454,0.406065371020468,0.22359361010500653,0.45723335981071145,-0.06202105359198595
94,has_head_pattern::spotted,has_head_pattern,True,5592,159,5433,0.17799548343903387,0.12875520191494713,0.03156099219257622,0.150379243114489,-0.04924028152408674
95,has_head_pattern::malar,has_head_pattern,True,5592,558,5034,0.15801296555884978,0.139868388606243,0.10792185043572519,0.15779632472257604,-0.018144576952606767
96,has_head_pattern::crested,has_head_pattern,True,5592,227,5365,0.2438109495750572,0.19938985141895238,0.044443172140223544,0.24163155965248867,-0.044421098156104816
97,has_head_pattern::masked,has_head_pattern,True,5592,252,5340,0.13435535993447084,0.09839062752339386,0.04340561742676945,0.12294079694487348,-0.03596473241107698
98,has_head_pattern::unique_pattern,has_head_pattern,True,5592,185,5407,0.09910701468446763,0.06291398172759213,0.034642965846867504,0.10051291852344443,-0.036193032956875495
99,has_head_pattern::eyebrow,has_head_pattern,True,5592,708,4884,0.3751445736541476,0.2907363744507336,0.2632452706318251,0.33526234860747567,-0.08440819920341402
100,has_head_pattern::eyering,has_head_pattern,True,5592,926,4666,0.2735592989635369,0.21635295434264018,0.1647440945290585,0.27277853309541716,-0.05720634462089674
101,has_head_pattern::plain,has_head_pattern,True,5592,1537,4055,0.5816749576870834,0.5016428556300518,0.32855037824665717,0.5882164786776027,-0.0800321020570316
102,has_head_pattern::eyeline,has_head_pattern,True,5592,670,4922,0.21401361879333475,0.19944561133833877,0.11473069091232775,0.2292855491771441,-0.01456800745499598
103,has_head_pattern::striped,has_head_pattern,True,5592,392,5200,0.21963803680444158,0.20041151221430525,0.06825979546120359,0.22477211176167256,-0.019226524590136324
104,has_head_pattern::capped,has_head_pattern,True,5592,668,4924,0.2629051365321665,0.2000667612652766,0.10877384717688261,0.2673163094058282,-0.06283837526688993
105,has_breast_color::blue,has_breast_color,True,5317,178,5139,0.6356010434962629,0.5443564210624203,0.028150821476929593,0.6266773536114706,-0.09124462243384257
106,has_breast_color::brown,has_breast_color,True,5317,639,4678,0.41950161551679727,0.3440732806844248,0.12165631439175897,0.4114129430660265,-0.07542833483237249
107,has_breast_color::iridescent,has_breast_color,True,5317,90,5227,0.15008932153494473,0.09361052560783555,0.01478280895931639,0.12168449502543224,-0.05647879592710918
108,has_breast_color::purple,has_breast_color,False,5317,17,5300,,,,,
109,has_breast_color::rufous,has_breast_color,True,5317,77,5240,0.11642337992579392,0.0979376076943667,0.010772663630702346,0.11379902632994039,-0.018485772231427222
110,has_breast_color::grey,has_breast_color,True,5317,1084,4233,0.4772496827928613,0.45069657643736516,0.23278246721421572,0.4948923210447921,-0.026553106355496126
111,has_breast_color::yellow,has_breast_color,True,5317,794,4523,0.8604207085517542,0.8104338981668141,0.15771229073527887,0.8541051605536317,-0.04998681038494013
112,has_breast_color::olive,has_breast_color,True,5317,104,5213,0.29378681260020334,0.2407049183513541,0.021172742787647168,0.27802381756161154,-0.05308189424884924
113,has_breast_color::green,has_breast_color,True,5317,63,5254,0.12307312835851321,0.10743071108047064,0.013243395426298196,0.15945854751845903,-0.015642417278042567
114,has_breast_color::pink,has_breast_color,True,5317,25,5292,0.008521777606954462,0.01573563339259054,0.006869867705726946,0.011276206752002922,0.007213855785636077
115,has_breast_color::orange,has_breast_color,True,5317,170,5147,0.2667812276258582,0.21041725610203027,0.0411022892843844,0.26913628376489174,-0.05636397152382794
116,has_breast_color::black,has_breast_color,True,5317,1176,4141,0.6648155017760857,0.6021748801160545,0.17758612562505677,0.6663642640717249,-0.06264062166003126
117,has_breast_color::white,has_breast_color,True,5317,2080,3237,0.7744178118480837,0.7268410562994022,0.3560794869583527,0.7613853178180308,-0.04757675554868146
118,has_breast_color::red,has_breast_color,True,5317,233,5084,0.7086685193008332,0.6269863517489483,0.04310053169259962,0.686092736189216,-0.08168216755188484
119,has_breast_color::buff,has_breast_color,True,5317,996,4321,0.5490396042163304,0.463805124947889,0.2155810373666523,0.5241843899347163,-0.08523447926844135
120,has_throat_color::blue,has_throat_color,True,5522,182,5340,0.6105704380151677,0.5683054956002014,0.02306180751720848,0.5842030022408574,-0.04226494241496637
121,has_throat_color::brown,has_throat_color,True,5522,476,5046,0.3617906358324574,0.27967478187876904,0.09971436823571038,0.3177780094215323,-0.08211585395368837
122,has_throat_color::iridescent,has_throat_color,True,5522,88,5434,0.11675833635306503,0.08263137299662918,0.018486269279317152,0.11505590008762331,-0.03412696335643585
123,has_throat_color::purple,has_throat_color,True,5522,28,5494,0.03919353980253769,0.028789948030806412,0.005484169808079789,0.01946858439602566,-0.010403591771731276
124,has_throat_color::rufous,has_throat_color,True,5522,74,5448,0.20207357175771964,0.1545590110961248,0.011494527566187084,0.18366901970253663,-0.047514560661594846
125,has_throat_color::grey,has_throat_color,True,5522,992,4530,0.4467969612030652,0.3883035221470986,0.2074967094486865,0.44045554331896086,-0.0584934390559666
126,has_throat_color::yellow,has_throat_color,True,5522,653,4869,0.825931629324776,0.7644261307587692,0.095186960131508,0.813387406514728,-0.061505498566006844
127,has_throat_color::olive,has_throat_color,True,5522,88,5434,0.2976510613926999,0.1906831220648436,0.013838992630001412,0.2669913514161551,-0.10696793932785631
128,has_throat_color::green,has_throat_color,True,5522,60,5462,0.20560468104583193,0.1274060381386478,0.009038282884825524,0.2257720823765747,-0.07819864290718415
129,has_throat_color::pink,has_throat_color,True,5522,26,5496,0.0625462876430112,0.012416640542827456,0.0057824828513086835,0.06339899792307468,-0.05012964710018375
130,has_throat_color::orange,has_throat_color,True,5522,136,5386,0.19618405534155264,0.11978984567316553,0.024880476940649824,0.19307905509762333,-0.07639420966838711
131,has_throat_color::black,has_throat_color,True,5522,1259,4263,0.7144619646563571,0.6341368963320018,0.18924764760513074,0.7083977117255186,-0.08032506832435538
132,has_throat_color::white,has_throat_color,True,5522,2016,3506,0.7672934497899957,0.7058433924140491,0.30137340058695555,0.7509208845619678,-0.061450057375946554
133,has_throat_color::red,has_throat_color,True,5522,218,5304,0.6110723488678279,0.5418156011110159,0.0383526518747207,0.5756817082140315,-0.06925674775681201
134,has_throat_color::buff,has_throat_color,True,5522,796,4726,0.4677540932768717,0.3859418161747427,0.17390968408159754,0.4392424973717655,-0.08181227710212896
135,has_eye_color::blue,has_eye_color,True,5527,56,5471,0.16024396979654876,0.048269019689382894,0.019932681593156778,0.08245756266611762,-0.11197495010716586
136,has_eye_color::brown,has_eye_color,True,5527,200,5327,0.060466657087679565,0.05655186542124626,0.03321089049201943,0.059762324230439055,-0.003914791666433305
137,has_eye_color::purple,has_eye_color,False,5527,10,5517,,,,,
138,has_eye_color::rufous,has_eye_color,True,5527,67,5460,0.04488286616183925,0.04264035529483675,0.015143756784632801,0.04120579868999054,-0.0022425108670025007
139,has_eye_color::grey,has_eye_color,True,5527,101,5426,0.02390395922651321,0.029056580321587765,0.01714129559838422,0.025890142379738655,0.0051526210950745555
140,has_eye_color::yellow,has_eye_color,True,5527,126,5401,0.11513838715789093,0.0483932344314896,0.024261722350967088,0.09379212578059815,-0.06674515272640133
141,has_eye_color::olive,has_eye_color,False,5527,17,5510,,,,,
142,has_eye_color::green,has_eye_color,False,5527,3,5524,,,,,
143,has_eye_color::pink,has_eye_color,False,5527,23,5504,,,,,
144,has_eye_color::orange,has_eye_color,True,5527,69,5458,0.07838144776223023,0.07743473982559111,0.013988816966052215,0.06583930585966469,-0.0009467079366391185
145,has_eye_color::black,has_eye_color,True,5527,4877,650,0.9338045049870457,0.9288304805256564,0.8974279950902984,0.9322934052807123,-0.0049740244613892814
146,has_eye_color::white,has_eye_color,True,5527,162,5365,0.29522224900435634,0.18613222045908004,0.026037092061910384,0.28005477782751476,-0.1090900285452763
147,has_eye_color::red,has_eye_color,True,5527,132,5395,0.2574168836219406,0.11668825535681852,0.03959266540512253,0.27920394628255796,-0.14072862826512206
148,has_eye_color::buff,has_eye_color,True,5527,89,5438,0.02979077314515104,0.030478729114170478,0.02033935496704678,0.035984076807386765,0.0006879559690194381
