attribute_index,attribute_name,attribute_family,eligible,observed_test,positives_test,negatives_test,native_target_ap_mean,aligned_source_ap_mean,unaligned_source_ap_mean,native_source_ap_mean,aligned_minus_native_target_ap
117,has_breast_color::white,has_breast_color,True,5317,2080,3237,0.774417900750996,0.7529946085382468,0.3560793499697197,0.7613852594130182,-0.02142329221274919
118,has_breast_color::red,has_breast_color,True,5317,233,5084,0.7086685193008332,0.6803346729489278,0.04310053169259962,0.686092736189216,-0.02833384635190539
119,has_breast_color::buff,has_breast_color,True,5317,996,4321,0.5490397840573487,0.5088074073323028,0.21558107523692174,0.5241836426778044,-0.04023237672504587
120,has_throat_color::blue,has_throat_color,True,5522,182,5340,0.6105704380151677,0.5875074798959722,0.02306180751720848,0.5842030022408574,-0.023062958119195565
121,has_throat_color::brown,has_throat_color,True,5522,476,5046,0.36179108497630763,0.29478651550297097,0.09971436823571038,0.317777548064672,-0.06700456947333666
122,has_throat_color::iridescent,has_throat_color,True,5522,88,5434,0.11675833635306503,0.11910381884527825,0.018486269279317152,0.11505590008762331,0.0023454824922132245
123,has_throat_color::purple,has_throat_color,True,5522,28,5494,0.03919355928157231,0.024282200059072723,0.005484169808079789,0.019468576647941733,-0.014911359222499587
124,has_throat_color::rufous,has_throat_color,True,5522,74,5448,0.20207357175771964,0.17602750741861534,0.011493989754500803,0.18366903161440956,-0.026046064339104308
125,has_throat_color::grey,has_throat_color,True,5522,992,4530,0.4467970116806388,0.42528810132146766,0.20749664722663524,0.4404556473453213,-0.02150891035917113
126,has_throat_color::yellow,has_throat_color,True,5522,653,4869,0.825931629324776,0.8142029736363658,0.09518700839528536,0.8133870763735673,-0.011728655688410194
127,has_throat_color::olive,has_throat_color,True,5522,88,5434,0.2976510613926999,0.2967886698621857,0.01383898520652875,0.2669913514161551,-0.000862391530514206
128,has_throat_color::green,has_throat_color,True,5522,60,5462,0.20560468104583193,0.2122730363576645,0.009038282884825524,0.2257720823765747,0.0066683553118325745
129,has_throat_color::pink,has_throat_color,True,5522,26,5496,0.0625462876430112,0.03351426428746608,0.0057824828513086835,0.06339914097028969,-0.029032023355545125
130,has_throat_color::orange,has_throat_color,True,5522,136,5386,0.19618405534155264,0.17657543112329252,0.024880476940649824,0.19307905509762333,-0.019608624218260123
131,has_throat_color::black,has_throat_color,True,5522,1259,4263,0.7144619646563571,0.7005233078776039,0.18924757816804108,0.7083977149496302,-0.013938656778753278
132,has_throat_color::white,has_throat_color,True,5522,2016,3506,0.7672936012131061,0.7346574478881646,0.3013734250818141,0.7509208040970343,-0.03263615332494152
133,has_throat_color::red,has_throat_color,True,5522,218,5304,0.6110723488678279,0.5640793788117191,0.0383526518747207,0.5756817082140315,-0.04699297005610881
134,has_throat_color::buff,has_throat_color,True,5522,796,4726,0.4677540932768717,0.4285929838044469,0.1739095844550631,0.4392419425907742,-0.03916110947242479
135,has_eye_color::blue,has_eye_color,True,5527,56,5471,0.16024396979654876,0.07395531865811703,0.019932681593156778,0.08245756266611762,-0.08628865113843173
136,has_eye_color::brown,has_eye_color,True,5527,200,5327,0.060466657087679565,0.06174957598104484,0.033210879472567456,0.059762324230439055,0.0012829188933652716
137,has_eye_color::purple,has_eye_color,False,5527,10,5517,,,,,
138,has_eye_color::rufous,has_eye_color,True,5527,67,5460,0.04488284356314644,0.04148305332127946,0.015143756784632801,0.04120579868999054,-0.0033997902418669776
139,has_eye_color::grey,has_eye_color,True,5527,101,5426,0.02390395922651321,0.025900425208098866,0.01714129559838422,0.025890142379738655,0.001996465981585656
140,has_eye_color::yellow,has_eye_color,True,5527,126,5401,0.11513838715789093,0.0878545416789406,0.024261700045515113,0.09379212578059815,-0.027283845478950325
141,has_eye_color::olive,has_eye_color,False,5527,17,5510,,,,,
142,has_eye_color::green,has_eye_color,False,5527,3,5524,,,,,
143,has_eye_color::pink,has_eye_color,False,5527,23,5504,,,,,
144,has_eye_color::orange,has_eye_color,True,5527,69,5458,0.07838144776223023,0.06891851649030005,0.013988816966052215,0.06583930585966469,-0.00946293127193018
145,has_eye_color::black,has_eye_color,True,5527,4877,650,0.9338045065228098,0.936202925635348,0.8974280120281455,0.9322933917890909,0.0023984191125382415
146,has_eye_color::white,has_eye_color,True,5527,162,5365,0.29522224900435634,0.29814685430611887,0.026037092061910384,0.28005477782751476,0.0029246053017625284
147,has_eye_color::red,has_eye_color,True,5527,132,5395,0.2574168836219406,0.26210880730399627,0.03959266540512253,0.27920394628255796,0.0046919236820556764
148,has_eye_color::buff,has_eye_color,True,5527,89,5438,0.02979077314515104,0.02968171307485499,0.02033935496704678,0.03598410010870738,-0.00010906007029605133
149,has_bill_length::about_the_same_as_head,has_bill_length,True,5667,2119,3548,0.6775759063947693,0.6532074453138792,0.3927196443687539,0.6537347305620502,-0.02436846108089008
150,has_bill_length::longer_than_head,has_bill_length,True,5667,348,5319,0.499238174549567,0.4550401213842859,0.08167357022580397,0.44952167470490545,-0.04419805316528108
151,has_bill_length::shorter_than_head,has_bill_length,True,5667,3247,2420,0.8650868871080292,0.853051231327418,0.6847292515767907,0.8585024861399791,-0.012035655780611165
152,has_forehead_color::blue,has_forehead_color,True,5515,303,5212,0.6677346809083935,0.6572814739460755,0.041534725128770704,0.6741798768621938,-0.010453206962317996
153,has_forehead_color::brown,has_forehead_color,True,5515,998,4517,0.5731292507653374,0.5538762179667394,0.19687952214496512,0.565253216882389,-0.019253032798598024
154,has_forehead_color::iridescent,has_forehead_color,True,5515,124,5391,0.12203731909340192,0.11544924199049014,0.02124387529873019,0.11006307082106523,-0.006588077102911774
